Group,Fish_num,Replicate,Time,Water_sample,Volume_filtered,Elution_volume,qPCR_replicate,Ct_value,Reaction_volume,Template,Temperature,Group
4,25,2,24,2,1,100,1,35.72797169,25,6,21.8,4
4,25,2,24,3,1,200,1,36.14309952,25,6,21.8,4
4,25,2,24,3,1,200,2,36.72048404,25,6,21.8,4
4,25,2,24,2,1,100,4,36.95,25,6,21.8,4
4,25,2,24,2,1,100,3,36.956378,25,6,21.8,4
4,25,2,24,3,1,200,4,37.51,25,6,21.8,4
4,25,2,30,2,1,100,1,35.16907724,25,6,21.2,4
4,25,2,30,3,1.05,100,2,35.9652984,25,6,21.2,4
4,25,2,30,3,1.05,100,1,35.99138918,25,6,21.2,4
4,25,2,30,3,1.05,100,3,36.1430939,25,6,21.2,4
4,25,2,30,1,1,100,2,36.30354502,25,6,21.2,4
4,25,2,30,1,1,100,5,36.399,25,6,21.2,4
4,25,2,30,1,1,100,1,36.50393612,25,6,21.2,4
4,25,2,30,1,1,100,3,37.0414808,25,6,21.2,4
4,25,2,30,2,1,100,4,37.05,25,6,21.2,4
4,25,2,30,3,1.05,100,4,37.63,25,6,21.2,4
4,25,2,30,2,1,100,3,37.7085557,25,6,21.2,4
4,25,2,30,1,1,100,4,38.16,25,6,21.2,4
4,25,2,30,2,1,100,2,38.54686451,25,6,21.2,4
4,25,2,36,3,1.05,100,2,34.95678099,25,6,21.4,4
4,25,2,36,2,1.1,100,2,35.81501603,25,6,21.4,4
4,25,2,36,3,1.05,100,1,36.00427716,25,6,21.4,4
4,25,2,36,3,1.05,100,4,36.86,25,6,21.4,4
4,25,2,36,3,1.05,100,3,36.9274574,25,6,21.4,4
4,25,2,36,1,1.05,100,1,37.17439587,25,6,21.4,4
4,25,2,36,2,1.1,100,1,37.48632761,25,6,21.4,4
4,25,2,36,2,1.1,100,3,37.9081865,25,6,21.4,4
4,25,2,36,1,1.05,100,4,38.95,25,6,21.4,4
4,25,2,36,2,1.1,100,4,40.15,25,6,21.4,4
4,25,2,48,1,1,100,1,34.65773482,25,6,21.7,4
4,25,2,48,2,1,100,2,35.17630887,25,6,21.7,4
4,25,2,48,3,1,100,2,35.3035459,25,6,21.7,4
4,25,2,48,1,1,100,2,35.84175296,25,6,21.7,4
4,25,2,48,2,1,100,4,36.41,25,6,21.7,4
4,25,2,48,1,1,100,4,37.04,25,6,21.7,4
4,25,2,48,2,1,100,1,37.41709155,25,6,21.7,4
4,25,2,48,3,1,100,1,37.74850601,25,6,21.7,4
4,25,2,48,2,1,100,3,37.7869406,25,6,21.7,4
4,25,2,48,3,1,100,4,38.54,25,6,21.7,4
4,25,2,48,1,1,100,3,38.964281,25,6,21.7,4
4,25,2,72,1,1,100,2,33.84944244,25,6,22.1,4
4,25,2,72,1,1,100,6,34.948,25,6,22.1,4
4,25,2,72,1,1,100,1,35.24923858,25,6,22.1,4
4,25,2,72,1,1,100,4,35.95,25,6,22.1,4
4,25,2,72,1,1,100,3,35.9601402,25,6,22.1,4
4,25,2,72,1,1,100,7,36.268,25,6,22.1,4
4,25,2,72,2,1.1,100,7,36.891,25,6,22.1,4
4,25,2,72,3,1,100,6,38.464,25,6,22.1,4
4,25,2,72,3,1,100,4,40.07,25,6,22.1,4
4,25,2,96,2,1,100,1,36.22329242,25,6,22.5,4
4,25,2,96,2,1,100,2,36.36481052,25,6,22.5,4
4,25,2,96,3,1,100,1,37.32193837,25,6,22.5,4
4,25,2,96,1,1,100,6,37.512,25,6,22.5,4
4,25,2,96,2,1,100,4,37.65,25,6,22.5,4
4,25,2,96,2,1,100,3,37.7063083,25,6,22.5,4
4,25,2,96,1,1,100,3,40.1199975,25,6,22.5,4
